,Date,Open,High,Low,Close,Vol.,Change %,tr1,tr2,tr3,tr,atr
154,2020-08-10,177.16,177.64,176.89,177.5,366.17K,0.19%,0.75,0.46999999999999886,0.28000000000000114,0.75,0.05321428571428575
155,2020-08-11,177.39,177.5,176.56,176.66,562.34K,-0.47%,0.9399999999999977,0.0,0.9399999999999977,0.9399999999999977,0.05418367346938778
156,2020-08-12,176.86,176.88,175.93,176.24,642.98K,-0.24%,0.9499999999999886,0.21999999999999886,0.7299999999999898,0.9499999999999886,0.05729591836734688
157,2020-08-13,176.43,176.6,175.27,175.56,635.29K,-0.39%,1.329999999999984,0.3599999999999852,0.9699999999999989,1.329999999999984,0.05882653061224476
158,2020-08-14,175.26,175.81,175.25,175.76,486.10K,0.11%,0.5600000000000023,0.25,0.3100000000000023,0.5600000000000023,0.057040816326530505
159,2020-08-17,175.61,176.27,175.54,176.21,470.45K,0.26%,0.7300000000000182,0.5100000000000193,0.21999999999999886,0.7300000000000182,0.056938775510204064
160,2020-08-18,176.14,176.51,176.03,176.43,514.88K,0.12%,0.47999999999998977,0.29999999999998295,0.18000000000000682,0.47999999999998977,0.057040816326530644
161,2020-08-19,176.47,176.87,176.39,176.57,542.39K,0.08%,0.4800000000000182,0.4399999999999977,0.040000000000020464,0.4800000000000182,0.05500000000000001
162,2020-08-20,176.58,177.18,176.45,176.95,562.70K,0.22%,0.7300000000000182,0.6100000000000136,0.12000000000000455,0.7300000000000182,0.05484693877551035
163,2020-08-21,176.87,177.37,176.75,177.1,531.59K,0.08%,0.6200000000000045,0.4200000000000159,0.19999999999998863,0.6200000000000045,0.05551020408163277
164,2020-08-24,177.21,177.25,176.73,177.02,461.45K,-0.05%,0.5200000000000102,0.15000000000000568,0.37000000000000455,0.5200000000000102,0.053979591836734904
165,2020-08-25,176.95,176.95,175.75,175.89,760.04K,-0.64%,1.1999999999999886,0.0700000000000216,1.2700000000000102,1.2700000000000102,0.05535714285714312
166,2020-08-26,176.0,176.04,175.47,175.66,733.62K,-0.13%,0.5699999999999932,0.15000000000000568,0.4199999999999875,0.5699999999999932,0.05372448979591852
167,2020-08-27,175.94,176.58,175.28,175.44,873.37K,-0.13%,1.3000000000000114,0.9200000000000159,0.37999999999999545,1.3000000000000114,0.057295918367347175
168,2020-08-28,175.29,175.82,175.06,175.68,916.05K,0.14%,0.7599999999999909,0.37999999999999545,0.37999999999999545,0.7599999999999909,0.05734693877551039
169,2020-08-31,175.63,175.78,175.22,175.56,629.22K,-0.07%,0.5600000000000023,0.09999999999999432,0.46000000000000796,0.5600000000000023,0.055408163265306336
170,2020-09-01,175.46,176.18,175.17,175.72,947.62K,0.09%,1.0100000000000193,0.6200000000000045,0.3900000000000148,1.0100000000000193,0.05571428571428609
171,2020-09-02,176.12,176.82,176.0,176.67,1.14M,0.54%,0.8199999999999932,1.0999999999999943,0.28000000000000114,1.0999999999999943,0.05454081632653103
172,2020-09-03,176.74,177.18,176.49,177.07,1.29M,0.23%,0.6899999999999977,0.5100000000000193,0.1799999999999784,0.6899999999999977,0.05520408163265346
173,2020-09-04,176.93,177.04,176.37,176.78,615.88K,-0.16%,0.6699999999999875,0.030000000000001137,0.6999999999999886,0.6999999999999886,0.055051020408163516
174,2020-09-07,176.47,176.86,176.19,176.52,133.13K,-0.15%,0.6700000000000159,0.0800000000000125,0.5900000000000034,0.6700000000000159,0.05602040816326569
175,2020-09-08,176.52,176.94,176.42,176.93,14.26K,0.23%,0.5200000000000102,0.4199999999999875,0.10000000000002274,0.5200000000000102,0.05622448979591871
176,2020-09-09,174.34,174.41,173.51,173.68,607.81K,-1.84%,0.9000000000000057,2.5200000000000102,3.420000000000016,3.420000000000016,0.06994897959183706
177,2020-09-10,173.61,173.91,173.06,173.11,665.07K,-0.33%,0.8499999999999943,0.22999999999998977,0.6200000000000045,0.8499999999999943,0.07112244897959212
178,2020-09-11,173.66,174.04,173.54,173.96,462.19K,0.49%,0.5,0.9299999999999784,0.4299999999999784,0.9299999999999784,0.07321428571428583
179,2020-09-14,174.02,174.32,173.91,174.0,433.07K,0.02%,0.4099999999999966,0.3599999999999852,0.05000000000001137,0.4099999999999966,0.06882653061224495
180,2020-09-15,174.05,174.15,173.78,174.0,472.41K,0.00%,0.37000000000000455,0.15000000000000568,0.21999999999999886,0.37000000000000455,0.0678061224489797
181,2020-09-16,174.12,174.29,173.84,173.92,455.12K,-0.05%,0.44999999999998863,0.28999999999999204,0.1599999999999966,0.44999999999998863,0.06346938775510204
182,2020-09-17,174.05,174.45,173.74,174.26,647.27K,0.20%,0.7099999999999795,0.5300000000000011,0.1799999999999784,0.7099999999999795,0.06321428571428564
183,2020-09-18,174.07,174.43,173.93,174.07,438.52K,-0.11%,0.5,0.17000000000001592,0.3299999999999841,0.5,0.06290816326530604
184,2020-09-21,174.08,174.85,173.95,174.65,608.20K,0.33%,0.9000000000000057,0.7800000000000011,0.12000000000000455,0.9000000000000057,0.062346938775510057
185,2020-09-22,174.56,174.74,174.25,174.37,588.25K,-0.16%,0.4900000000000091,0.09000000000000341,0.4000000000000057,0.4900000000000091,0.05923469387755094
186,2020-09-23,174.38,174.64,174.19,174.21,574.54K,-0.09%,0.44999999999998863,0.2699999999999818,0.18000000000000682,0.44999999999998863,0.05801020408163253
187,2020-09-24,174.43,174.72,174.22,174.44,557.16K,0.13%,0.5,0.5099999999999909,0.009999999999990905,0.5099999999999909,0.057040816326530505
188,2020-09-25,174.27,174.7,174.16,174.67,472.17K,0.13%,0.539999999999992,0.2599999999999909,0.28000000000000114,0.539999999999992,0.05637755102040793
189,2020-09-28,174.58,174.68,174.31,174.62,427.30K,-0.03%,0.37000000000000455,0.010000000000019327,0.3599999999999852,0.37000000000000455,0.05561224489795892
190,2020-09-29,174.63,174.9,174.58,174.87,498.12K,0.14%,0.3199999999999932,0.28000000000000114,0.03999999999999204,0.3199999999999932,0.03979591836734656
191,2020-09-30,174.81,174.95,174.34,174.52,714.17K,-0.20%,0.6099999999999852,0.07999999999998408,0.5300000000000011,0.6099999999999852,0.038571428571428146
192,2020-10-01,174.5,174.71,174.17,174.66,715.32K,0.08%,0.5400000000000205,0.18999999999999773,0.35000000000002274,0.5400000000000205,0.03658163265306102
193,2020-10-02,174.61,174.97,174.6,174.66,526.39K,0.00%,0.37000000000000455,0.3100000000000023,0.060000000000002274,0.37000000000000455,0.036377551020407996
194,2020-10-05,174.67,174.9,174.19,174.42,529.43K,-0.14%,0.710000000000008,0.2400000000000091,0.46999999999999886,0.710000000000008,0.03811224489795904
195,2020-10-06,174.18,174.65,174.15,174.27,664.92K,-0.09%,0.5,0.2300000000000182,0.2699999999999818,0.5,0.038367346938775415
196,2020-10-07,174.58,174.61,173.93,174.13,705.09K,-0.08%,0.6800000000000068,0.3400000000000034,0.3400000000000034,0.6800000000000068,0.03821428571428576
197,2020-10-08,174.1,174.58,174.04,174.48,455.63K,0.20%,0.5400000000000205,0.45000000000001705,0.09000000000000341,0.5400000000000205,0.038418367346938924
198,2020-10-09,174.52,174.86,174.49,174.68,492.24K,0.11%,0.37000000000000455,0.3800000000000239,0.010000000000019327,0.3800000000000239,0.03576530612244922
199,2020-10-12,174.74,174.87,174.6,174.81,307.19K,0.07%,0.27000000000001023,0.18999999999999773,0.0800000000000125,0.27000000000001023,0.03464285714285739
200,2020-10-13,174.88,175.13,174.76,175.06,492.61K,0.14%,0.37000000000000455,0.3199999999999932,0.05000000000001137,0.37000000000000455,0.034234693877551355
201,2020-10-14,175.07,175.5,175.04,175.35,546.06K,0.17%,0.46000000000000796,0.4399999999999977,0.020000000000010232,0.46000000000000796,0.033979591836735115
202,2020-10-15,175.37,176.28,175.35,175.9,836.38K,0.31%,0.9300000000000068,0.9300000000000068,0.0,0.9300000000000068,0.035969387755102535
203,2020-10-16,175.82,176.29,175.77,176.07,478.75K,0.10%,0.5199999999999818,0.38999999999998636,0.12999999999999545,0.5199999999999818,0.0367346938775514
204,2020-10-19,176.01,176.17,175.77,176.11,486.45K,0.02%,0.39999999999997726,0.09999999999999432,0.29999999999998295,0.39999999999997726,0.037142857142857436
205,2020-10-20,176.1,176.24,175.66,175.81,585.02K,-0.17%,0.5800000000000125,0.12999999999999545,0.45000000000001705,0.5800000000000125,0.03698979591836778
206,2020-10-21,175.67,175.86,175.34,175.71,647.92K,-0.06%,0.5200000000000102,0.05000000000001137,0.46999999999999886,0.5200000000000102,0.036887755102041196
207,2020-10-22,175.54,175.73,175.17,175.19,613.67K,-0.30%,0.5600000000000023,0.01999999999998181,0.5400000000000205,0.5600000000000023,0.037857142857143235
208,2020-10-23,175.2,175.52,175.0,175.26,551.14K,0.04%,0.5200000000000102,0.3300000000000125,0.18999999999999773,0.5200000000000102,0.036887755102041196
209,2020-10-26,175.5,175.73,175.1,175.3,573.12K,0.02%,0.6299999999999955,0.46999999999999886,0.1599999999999966,0.6299999999999955,0.037551020408163625
210,2020-10-27,175.45,176.01,175.27,175.94,590.38K,0.37%,0.7399999999999807,0.7099999999999795,0.030000000000001137,0.7399999999999807,0.03785714285714308
211,2020-10-28,176.08,176.43,175.95,176.07,793.21K,0.07%,0.4800000000000182,0.4900000000000091,0.009999999999990905,0.4900000000000091,0.0376020408163267
212,2020-10-29,176.03,176.44,175.92,176.31,698.75K,0.14%,0.5200000000000102,0.37000000000000455,0.15000000000000568,0.5200000000000102,0.038316326530612344
213,2020-10-30,176.18,176.38,175.9,176.15,683.41K,-0.09%,0.47999999999998977,0.06999999999999318,0.4099999999999966,0.47999999999998977,0.03938775510204081
214,2020-11-02,176.25,176.36,175.9,176.24,530.00K,0.05%,0.46000000000000796,0.21000000000000796,0.25,0.46000000000000796,0.03984693877551022
215,2020-11-03,176.29,176.37,175.82,176.02,584.73K,-0.12%,0.5500000000000114,0.12999999999999545,0.4200000000000159,0.5500000000000114,0.040306122448979624
216,2020-11-04,175.71,176.83,175.53,176.4,787.73K,0.22%,1.3000000000000114,0.8100000000000023,0.4900000000000091,1.3000000000000114,0.042193877551020456
217,2020-11-05,176.52,176.65,176.09,176.33,616.56K,-0.04%,0.5600000000000023,0.25,0.3100000000000023,0.5600000000000023,0.042397959183673624
218,2020-11-06,176.42,176.49,175.86,176.03,591.31K,-0.17%,0.6299999999999955,0.1599999999999966,0.46999999999999886,0.6299999999999955,0.04357142857142882
219,2020-11-09,176.09,176.46,174.26,174.36,1.19M,-0.95%,2.200000000000017,0.4300000000000068,1.7700000000000102,2.200000000000017,0.051836734693877826
220,2020-11-10,174.54,174.63,173.92,174.02,994.34K,-0.19%,0.710000000000008,0.2699999999999818,0.44000000000002615,0.710000000000008,0.05280612244897986
221,2020-11-11,174.01,174.5,173.66,174.3,653.88K,0.16%,0.8400000000000034,0.47999999999998977,0.36000000000001364,0.8400000000000034,0.05423469387755129
222,2020-11-12,174.42,174.97,174.26,174.74,665.82K,0.25%,0.710000000000008,0.6699999999999875,0.040000000000020464,0.710000000000008,0.05520408163265332
223,2020-11-13,174.91,175.17,174.78,174.94,512.60K,0.11%,0.38999999999998636,0.4299999999999784,0.03999999999999204,0.4299999999999784,0.05418367346938792
224,2020-11-16,174.94,175.29,174.45,174.93,675.21K,-0.01%,0.8400000000000034,0.3499999999999943,0.4900000000000091,0.8400000000000034,0.05469387755102069
225,2020-11-17,174.94,175.27,174.85,175.18,526.43K,0.14%,0.4200000000000159,0.3400000000000034,0.0800000000000125,0.4200000000000159,0.054336734693877876
226,2020-11-18,175.28,175.46,174.91,175.12,526.04K,-0.03%,0.5500000000000114,0.28000000000000114,0.27000000000001023,0.5500000000000114,0.054489795918367674
227,2020-11-19,175.2,175.41,175.1,175.33,521.65K,0.12%,0.3100000000000023,0.28999999999999204,0.020000000000010232,0.3100000000000023,0.05362244897959222
228,2020-11-20,175.45,175.73,175.25,175.53,512.29K,0.11%,0.47999999999998977,0.39999999999997726,0.0800000000000125,0.47999999999998977,0.053724489795918665
229,2020-11-23,175.7,175.71,175.26,175.41,552.78K,-0.07%,0.45000000000001705,0.18000000000000682,0.27000000000001023,0.45000000000001705,0.05321428571428604
230,2020-11-24,175.37,175.47,175.12,175.26,520.86K,-0.09%,0.3499999999999943,0.060000000000002274,0.28999999999999204,0.3499999999999943,0.04836734693877575
231,2020-11-25,175.1,175.46,174.96,175.33,507.15K,0.04%,0.5,0.20000000000001705,0.29999999999998295,0.5,0.04806122448979615
232,2020-11-26,175.18,175.59,175.16,175.51,333.13K,0.10%,0.4300000000000068,0.2599999999999909,0.17000000000001592,0.4300000000000068,0.0470408163265309
233,2020-11-27,175.59,175.65,175.41,175.5,360.72K,-0.01%,0.2400000000000091,0.14000000000001478,0.09999999999999432,0.2400000000000091,0.037040816326530855
234,2020-11-30,175.63,175.72,175.21,175.25,744.76K,-0.14%,0.5099999999999909,0.21999999999999886,0.28999999999999204,0.5099999999999909,0.03602040816326546
235,2020-12-01,175.32,175.45,174.47,174.56,1.19M,-0.39%,0.9799999999999898,0.19999999999998863,0.7800000000000011,0.9799999999999898,0.03673469387755111
236,2020-12-02,174.56,174.69,174.37,174.48,1.14M,-0.05%,0.3199999999999932,0.12999999999999545,0.18999999999999773,0.3199999999999932,0.03474489795918369
237,2020-12-03,174.63,175.18,174.56,174.94,1.33M,0.26%,0.6200000000000045,0.700000000000017,0.0800000000000125,0.700000000000017,0.03612244897959205
238,2020-12-04,175.15,175.22,174.81,174.82,756.78K,-0.07%,0.4099999999999966,0.28000000000000114,0.12999999999999545,0.4099999999999966,0.0339285714285716
239,2020-12-07,175.03,175.51,175.03,175.41,128.89K,0.34%,0.47999999999998977,0.6899999999999977,0.21000000000000796,0.6899999999999977,0.035306122448979675
240,2020-12-08,175.37,175.61,175.35,175.43,16.39K,0.01%,0.2600000000000193,0.20000000000001705,0.060000000000002274,0.2600000000000193,0.03382653061224502
241,2020-12-09,178.08,178.3,177.91,178.19,418.76K,1.57%,0.3900000000000148,2.8700000000000045,2.4799999999999898,2.8700000000000045,0.04688775510204095
242,2020-12-10,178.3,178.55,177.77,178.08,704.19K,-0.06%,0.7800000000000011,0.36000000000001364,0.4199999999999875,0.7800000000000011,0.04841836734693896
243,2020-12-11,178.27,178.77,178.17,178.68,561.97K,0.34%,0.6000000000000227,0.6899999999999977,0.08999999999997499,0.6899999999999977,0.04964285714285723
244,2020-12-14,178.37,178.56,178.13,178.42,444.21K,-0.15%,0.4300000000000068,0.12000000000000455,0.5500000000000114,0.5500000000000114,0.05066326530612263
245,2020-12-15,178.37,178.57,178.17,178.27,440.33K,-0.08%,0.4000000000000057,0.15000000000000568,0.25,0.4000000000000057,0.05015306122449
246,2020-12-16,178.28,178.31,177.27,177.55,691.25K,-0.40%,1.039999999999992,0.03999999999999204,1.0,1.039999999999992,0.05326530612244911
247,2020-12-17,177.6,177.98,177.34,177.69,519.60K,0.08%,0.6399999999999864,0.4299999999999784,0.21000000000000796,0.6399999999999864,0.05530612244897961
248,2020-12-18,177.74,177.85,177.28,177.66,416.57K,-0.02%,0.5699999999999932,0.1599999999999966,0.4099999999999966,0.5699999999999932,0.05561224489795922
249,2020-12-21,177.83,178.44,177.61,177.86,520.42K,0.11%,0.8299999999999841,0.7800000000000011,0.04999999999998295,0.8299999999999841,0.05484693877551021
250,2020-12-22,177.7,178.09,177.63,177.93,344.00K,0.04%,0.46000000000000796,0.22999999999998977,0.2300000000000182,0.46000000000000796,0.055561224489795995
251,2020-12-23,178.07,178.18,177.01,177.07,507.28K,-0.48%,1.170000000000016,0.25,0.9200000000000159,1.170000000000016,0.05795918367346946
252,2020-12-24,177.36,177.36,177.36,177.36,-,0.16%,0.0,0.29000000000002046,0.29000000000002046,0.29000000000002046,0.05734693877551039
253,2020-12-28,177.35,177.77,177.17,177.39,195.97K,0.02%,0.6000000000000227,0.4099999999999966,0.19000000000002615,0.6000000000000227,0.05688775510204114
254,2020-12-29,177.6,177.75,177.52,177.7,265.00K,0.17%,0.22999999999998977,0.36000000000001364,0.13000000000002387,0.36000000000001364,0.057397959183673755
255,2020-12-30,177.73,177.84,177.27,177.64,306.91K,-0.03%,0.5699999999999932,0.14000000000001478,0.4299999999999784,0.5699999999999932,0.045663265306122684
256,2020-12-31,177.84,177.84,177.84,177.84,-,0.11%,0.0,0.20000000000001705,0.20000000000001705,0.20000000000001705,0.04270408163265337
257,2021-01-04,177.78,178.37,177.52,178.12,695.84K,0.16%,0.8499999999999943,0.5300000000000011,0.3199999999999932,0.8499999999999943,0.0435204081632656
258,2021-01-05,178.22,178.27,177.71,177.9,613.78K,-0.12%,0.5600000000000023,0.15000000000000568,0.4099999999999966,0.5600000000000023,0.04357142857142882
259,2021-01-06,177.85,177.85,177.02,177.37,842.16K,-0.30%,0.8299999999999841,0.05000000000001137,0.8799999999999955,0.8799999999999955,0.046020408163265504
260,2021-01-07,177.47,177.69,177.17,177.25,792.79K,-0.07%,0.5200000000000102,0.3199999999999932,0.20000000000001705,0.5200000000000102,0.0433673469387758
261,2021-01-08,177.33,177.53,177.16,177.3,542.40K,0.03%,0.37000000000000455,0.28000000000000114,0.09000000000000341,0.37000000000000455,0.041989795918367726
262,2021-01-11,177.28,177.55,176.84,176.93,739.76K,-0.21%,0.710000000000008,0.25,0.46000000000000796,0.710000000000008,0.042704081632653525
263,2021-01-12,176.83,176.87,176.34,176.44,904.00K,-0.28%,0.5300000000000011,0.060000000000002274,0.5900000000000034,0.5900000000000034,0.041479591836735254
264,2021-01-13,176.84,177.6,176.72,177.36,989.43K,0.52%,0.8799999999999955,1.1599999999999966,0.28000000000000114,1.1599999999999966,0.045051020408163764
265,2021-01-14,177.49,177.96,177.32,177.84,748.88K,0.27%,0.6400000000000148,0.5999999999999943,0.040000000000020464,0.6400000000000148,0.0423469387755107
266,2021-01-15,177.65,177.94,177.5,177.66,547.66K,-0.10%,0.4399999999999977,0.09999999999999432,0.3400000000000034,0.4399999999999977,0.04311224489795956
267,2021-01-18,177.71,177.81,177.24,177.37,432.30K,-0.16%,0.5699999999999932,0.15000000000000568,0.4199999999999875,0.5699999999999932,0.04295918367346962
268,2021-01-19,177.31,177.45,177.1,177.4,720.92K,0.02%,0.3499999999999943,0.07999999999998408,0.27000000000001023,0.3499999999999943,0.042908163265306255
269,2021-01-20,177.33,177.5,177.25,177.45,506.83K,0.03%,0.25,0.09999999999999432,0.15000000000000568,0.25,0.0412755102040818
270,2021-01-21,177.41,177.56,176.74,176.8,860.43K,-0.37%,0.8199999999999932,0.11000000000001364,0.7099999999999795,0.8199999999999932,0.04443877551020412
271,2021-01-22,176.76,177.27,176.63,177.16,643.50K,0.20%,0.6400000000000148,0.46999999999999886,0.17000000000001592,0.6400000000000148,0.043367346938775655
272,2021-01-25,177.13,177.88,177.12,177.83,675.95K,0.38%,0.7599999999999909,0.7199999999999989,0.03999999999999204,0.7599999999999909,0.044387755102040904
273,2021-01-26,177.82,177.96,177.45,177.52,617.11K,-0.17%,0.5100000000000193,0.12999999999999545,0.3800000000000239,0.5100000000000193,0.04250000000000021
274,2021-01-27,177.56,178.12,177.39,177.79,863.82K,0.15%,0.7300000000000182,0.5999999999999943,0.13000000000002387,0.7300000000000182,0.04357142857142882
275,2021-01-28,177.64,177.96,177.46,177.77,701.49K,-0.01%,0.5,0.17000000000001592,0.3299999999999841,0.5,0.044234693877551245
276,2021-01-29,177.58,177.66,176.89,177.25,1.15M,-0.29%,0.7700000000000102,0.11000000000001364,0.8800000000000239,0.8800000000000239,0.04510204081632684
277,2021-02-01,177.36,177.42,176.97,177.22,635.89K,-0.02%,0.44999999999998863,0.1699999999999875,0.28000000000000114,0.44999999999998863,0.04438775510204105
278,2021-02-02,177.13,177.23,176.63,176.75,876.69K,-0.27%,0.5999999999999943,0.009999999999990905,0.5900000000000034,0.5999999999999943,0.04153061224489818
279,2021-02-03,176.6,176.7,176.35,176.47,761.77K,-0.16%,0.3499999999999943,0.05000000000001137,0.4000000000000057,0.4000000000000057,0.04030612244897976
280,2021-02-04,176.35,176.57,176.1,176.32,848.30K,-0.08%,0.46999999999999886,0.09999999999999432,0.37000000000000455,0.46999999999999886,0.04045918367346957
281,2021-02-05,176.28,176.48,175.63,176.17,977.99K,-0.09%,0.8499999999999943,0.1599999999999966,0.6899999999999977,0.8499999999999943,0.041887755102041006
282,2021-02-08,175.96,176.23,175.61,176.12,643.91K,-0.03%,0.6199999999999761,0.060000000000002274,0.5599999999999739,0.6199999999999761,0.04326530612244907
283,2021-02-09,176.1,176.36,175.92,176.21,765.00K,0.05%,0.44000000000002615,0.2400000000000091,0.20000000000001705,0.44000000000002615,0.044234693877551245
284,2021-02-10,176.07,176.38,175.94,176.1,688.20K,-0.06%,0.4399999999999977,0.1699999999999875,0.27000000000001023,0.4399999999999977,0.04229591836734719
285,2021-02-11,176.27,176.64,176.24,176.43,656.53K,0.19%,0.39999999999997726,0.539999999999992,0.14000000000001478,0.539999999999992,0.04178571428571442
286,2021-02-12,176.39,176.53,175.77,175.97,758.70K,-0.26%,0.7599999999999909,0.09999999999999432,0.6599999999999966,0.7599999999999909,0.04178571428571442
287,2021-02-15,175.65,175.7,175.15,175.23,670.34K,-0.42%,0.549999999999983,0.27000000000001023,0.8199999999999932,0.8199999999999932,0.04336734693877551
288,2021-02-16,175.24,175.45,174.49,174.8,1.05M,-0.25%,0.9599999999999795,0.21999999999999886,0.7399999999999807,0.9599999999999795,0.04454081632653041
289,2021-02-17,174.45,175.14,174.38,175.04,1.15M,0.14%,0.7599999999999909,0.339999999999975,0.4200000000000159,0.7599999999999909,0.04586734693877526
290,2021-02-18,175.12,175.26,174.38,174.68,1.02M,-0.21%,0.8799999999999955,0.21999999999999886,0.6599999999999966,0.8799999999999955,0.04586734693877512
291,2021-02-19,174.64,174.7,173.98,174.18,944.86K,-0.29%,0.7199999999999989,0.01999999999998181,0.700000000000017,0.7199999999999989,0.04724489795918334
292,2021-02-22,173.95,175.02,173.58,174.72,1.27M,0.31%,1.4399999999999977,0.8400000000000034,0.5999999999999943,1.4399999999999977,0.05153061224489764
293,2021-02-23,174.57,174.65,173.82,174.35,1.18M,-0.21%,0.8300000000000125,0.06999999999999318,0.9000000000000057,0.9000000000000057,0.05408163265306091
294,2021-02-24,174.49,174.57,173.65,174.04,1.15M,-0.18%,0.9199999999999875,0.21999999999999886,0.6999999999999886,0.9199999999999875,0.05637755102040779
295,2021-02-25,174.21,174.25,172.08,173.06,1.70M,-0.56%,2.1699999999999875,0.21000000000000796,1.9599999999999795,2.1699999999999875,0.06311224489795877
296,2021-02-26,172.11,173.91,172.11,173.4,1.50M,0.20%,1.799999999999983,0.8499999999999943,0.9499999999999886,1.799999999999983,0.06913265306122411
297,2021-03-01,174.02,174.75,173.77,174.56,1.15M,0.67%,0.9799999999999898,1.3499999999999943,0.37000000000000455,1.3499999999999943,0.0737755102040811
298,2021-03-02,174.75,174.93,174.14,174.67,1.42M,0.06%,0.7900000000000205,0.37000000000000455,0.4200000000000159,0.7900000000000205,0.07556122448979549
299,2021-03-03,174.93,174.97,173.75,173.95,1.44M,-0.41%,1.2199999999999989,0.30000000000001137,0.9199999999999875,1.2199999999999989,0.07903061224489757
300,2021-03-04,173.79,174.51,173.71,174.27,938.86K,0.18%,0.799999999999983,0.5600000000000023,0.23999999999998067,0.799999999999983,0.07923469387755058
301,2021-03-05,173.69,174.28,173.63,174.0,209.17K,-0.15%,0.6500000000000057,0.009999999999990905,0.6400000000000148,0.6500000000000057,0.07836734693877515
302,2021-03-08,173.95,174.0,173.71,174.01,15.50K,0.01%,0.28999999999999204,0.0,0.28999999999999204,0.28999999999999204,0.07494897959183644
303,2021-03-09,170.93,171.7,170.83,171.23,740.72K,-1.60%,0.8699999999999761,2.3100000000000023,3.1799999999999784,3.1799999999999784,0.08729591836734658
304,2021-03-10,171.38,171.53,171.07,171.32,588.85K,0.05%,0.46000000000000796,0.30000000000001137,0.1599999999999966,0.46000000000000796,0.0851530612244895
